Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Physical exercise,Calories
21.19,Male,66.96,1.6,161.25,151.78,74.24,1.32,1424.41,Strength,26.541054980979062,2.11,3.01,1.99,26.16,-0.0,1822.0
25.04,Male,66.58,1.61,184.18,165.82,55.9,1.37,905.84,Yoga,28.552349093376392,3.0,1.99,1.02,25.69,1.01,1927.0
21.92,Female,101.73,1.85,190.28,157.19,67.21,1.49,1970.08,HIIT,28.605878518322747,2.4,3.98,2.02,29.72,0.01,2778.0
24.84,Male,65.02,1.77,160.01,141.15,57.75,0.88,581.33,Yoga,25.6491687747804,2.61,3.02,1.01,20.75,0.0,1608.0
43.52,Female,59.54,1.52,177.26,136.0,55.78,1.59,1653.6,Cardio,25.274572628481444,2.7,5.0,3.0,25.77,4.0,1705.0
34.27,Male,65.85,1.62,198.97,163.96,55.96,0.79,954.16,HIIT,25.599387247169158,2.2,1.99,1.0,25.09,0.0,1809.0
52.94,Male,52.76,1.75,173.02,155.93,54.03,1.38,1324.8,Cardio,19.523578546674447,1.79,3.04,2.0,17.23,0.02,1475.0
27.87,Female,69.58,1.58,182.01,134.63,50.12,1.49,1426.82,Cardio,29.311892763069448,2.01,2.99,1.97,27.87,1.02,1979.0
41.99,Male,42.64,1.74,161.02,130.24,71.2,1.04,1030.54,Strength,15.899511493039538,1.61,3.0,1.01,14.08,-0.03,1230.0
26.95,Male,61.49,1.8,168.96,143.64,72.03,1.48,1465.2,Strength,21.36984157032896,3.1,2.01,1.0,18.98,0.01,1678.0
29.12,Female,81.51,1.98,160.29,145.36,49.88,1.66,1292.81,Yoga,19.654641863839284,3.49,4.95,2.98,20.79,-0.0,2180.0
41.33,Male,43.81,1.76,181.88,164.93,58.13,1.19,1178.1,Strength,15.885579800930572,1.61,3.0,1.0,14.14,-0.03,1179.0
28.97,Female,121.19,1.87,187.84,130.16,51.96,1.32,1745.3,HIIT,35.0,3.22,4.0,2.02,34.66,0.01,3235.0
44.61,Female,58.37,1.72,194.25,150.24,65.3,1.32,1266.14,Cardio,25.3971534955854,3.09,4.04,1.99,19.73,-0.03,1729.0
44.46,Female,79.0,1.95,188.6,135.0,69.26,1.45,1564.7,Strength,20.237806470362912,2.8,2.99,1.99,20.78,3.0,2234.0
51.92,Male,71.88,1.72,193.51,142.45,66.09,1.31,1415.98,Strength,25.243423384437733,2.58,3.01,2.01,24.3,0.01,1810.0
34.2,Female,68.69,1.68,169.33,127.81,56.94,0.67,662.7,Strength,24.207334715887267,3.41,1.98,1.0,24.34,4.0,1995.0
26.33,Male,53.91,1.65,171.95,120.85,57.9,1.08,1165.43,Strength,24.976990415922415,1.9,4.02,1.99,19.8,-0.02,1552.0
23.86,Male,86.49,1.74,187.14,157.88,67.0,1.57,1631.54,Cardio,28.853281687653435,3.51,4.0,2.99,28.57,-0.04,2351.0
58.28,Male,90.49,1.72,198.92,150.18,55.12,0.89,881.1,Strength,31.730608941199645,2.1,1.98,1.0,30.59,0.01,2368.0
49.09,Female,79.5,1.72,194.08,127.87,68.88,1.45,1273.68,Cardio,30.079531110681923,3.3,2.99,1.0,26.87,0.02,2078.0
33.71,Male,75.07,1.57,178.08,158.69,51.82,1.46,1287.14,Cardio,32.783040958928844,2.39,3.0,1.02,30.46,1.02,1924.0
25.71,Female,63.93,1.5,193.95,133.75,60.0,1.93,2254.63,Strength,28.034959892224308,2.7,5.0,2.98,28.41,0.04,1816.0
48.23,Male,94.01,1.7,189.05,139.95,64.07,1.02,735.62,Yoga,35.0,3.49,3.0,2.02,32.53,-0.01,2323.0
51.22,Female,70.08,1.55,177.76,139.11,54.2,1.39,1372.35,Strength,32.20740429506539,1.6,3.05,1.0,29.17,-0.01,1856.0
30.92,Female,86.99,1.69,185.3,129.6,64.96,1.71,2447.18,HIIT,31.09424774436208,3.49,4.01,3.01,30.46,4.0,2609.0
22.53,Male,107.45,1.94,198.39,119.71,72.75,1.35,894.24,Yoga,29.89184304564523,2.88,1.99,1.04,28.55,0.03,2911.0
26.94,Female,58.07,1.79,164.25,142.79,73.23,1.38,909.97,Yoga,18.384485837388187,1.49,1.98,1.0,18.12,-0.01,1705.0
56.12,Female,52.9,1.64,169.22,155.41,52.92,1.11,1465.2,HIIT,22.157829856073942,2.31,3.01,2.0,19.67,2.99,1546.0
41.89,Female,72.83,1.62,174.72,138.87,67.05,1.17,842.4,Yoga,29.712860688485073,1.99,4.03,2.0,27.75,-0.02,1954.0
22.99,Male,41.55,1.58,163.39,131.83,66.88,0.56,553.9,Strength,18.061202013090444,1.8,3.01,1.0,16.64,-0.0,1210.0
50.94,Male,59.51,1.65,197.99,152.87,53.2,1.22,1610.4,HIIT,25.55411789456337,2.3,2.96,2.0,21.86,-0.0,1666.0
42.27,Female,60.25,1.74,195.01,141.22,52.14,1.78,1851.2,Cardio,24.488182183644792,2.69,5.0,3.0,19.9,-0.05,1736.0
52.38,Male,63.33,1.62,168.02,149.68,54.9,1.31,1730.64,HIIT,27.56284119928677,2.31,4.0,2.01,24.13,0.99,1745.0
48.02,Male,115.89,1.86,174.57,140.65,55.78,1.36,1351.3,Strength,32.25103754776236,3.61,3.0,1.04,33.5,0.02,3057.0
26.75,Female,68.97,1.76,170.64,121.21,65.97,0.94,620.4,Yoga,24.53737432230603,2.01,2.95,1.0,22.27,-0.01,1928.0
24.84,Male,58.34,1.56,169.77,156.18,65.76,1.36,1465.13,Strength,27.852081793882014,1.61,3.02,1.97,23.97,0.04,1599.0
19.39,Male,50.73,1.68,192.73,144.99,64.25,1.21,869.75,Yoga,21.044845422650113,2.09,2.99,1.98,17.97,0.01,1524.0
56.33,Male,88.44,1.85,160.85,143.92,58.96,1.59,1657.42,Cardio,26.913211061332944,3.5,3.97,3.03,25.84,0.0,2405.0
42.64,Female,63.97,1.66,191.05,132.29,69.2,1.88,2194.52,Strength,25.880394937623272,2.69,3.99,2.97,23.21,3.99,1969.0
18.23,Female,67.43,1.75,170.06,121.93,60.95,0.94,826.45,Cardio,26.35767305445754,1.71,1.99,1.0,22.02,-0.02,1798.0
18.0,Male,62.55,1.59,190.13,162.28,50.0,1.23,1326.19,Strength,26.934038848403635,2.19,4.02,1.98,24.74,-0.01,1986.0
29.89,Female,121.93,2.0,178.97,160.08,60.05,1.24,1338.08,Strength,29.881556547658437,3.31,3.99,1.99,30.48,-0.0,3309.0
55.18,Male,49.54,1.76,194.41,160.93,73.09,1.27,1116.58,Cardio,15.590747462812441,1.99,2.01,1.0,15.99,0.02,1404.0
49.05,Female,82.99,1.95,182.61,159.08,72.85,1.91,2727.1,HIIT,23.45094077508788,3.5,4.98,2.98,21.83,0.01,2298.0
53.76,Female,64.77,1.69,188.19,131.04,69.06,1.7,1770.72,Cardio,24.337386503624195,2.72,3.98,3.02,22.68,-0.01,1859.0
57.15,Female,76.06,1.63,160.89,131.33,60.31,0.69,609.96,Cardio,28.114946168049524,2.3,3.02,1.05,28.63,-0.02,2013.0
32.85,Female,58.75,1.54,180.02,126.5,50.11,1.84,1916.54,Cardio,23.100395354498353,2.69,5.01,3.02,24.77,0.02,1767.0
28.02,Male,55.48,1.79,192.05,159.48,66.98,1.98,2313.04,Strength,21.251510694497817,2.7,4.97,2.98,17.32,4.01,1736.0
55.86,Female,69.18,1.68,195.31,137.84,58.01,0.66,797.87,HIIT,24.94127985958557,2.09,2.0,1.0,24.51,-0.0,1693.0
52.02,Male,70.67,1.72,194.05,142.91,66.08,1.31,1257.6,Cardio,26.910172585409395,2.6,2.99,2.0,23.89,-0.01,1734.0
19.99,Male,119.43,1.73,185.86,153.4,66.83,1.02,1101.6,Strength,35.0,3.4,3.01,2.0,39.9,0.01,3137.0
21.8,Female,61.73,1.52,169.04,166.03,61.18,1.83,2618.91,HIIT,22.983645006543004,2.71,4.98,3.01,26.72,0.96,1880.0
35.74,Female,55.75,1.95,182.79,128.32,63.94,1.09,1177.2,Strength,19.66784625761068,3.4,3.98,2.0,14.66,-0.02,1494.0
43.59,Female,65.55,1.8,192.13,138.7,67.62,0.73,724.01,Strength,21.88635107318878,2.7,2.01,1.02,20.23,0.01,1746.0
56.05,Female,88.06,1.85,161.08,144.3,58.85,1.57,1835.49,Strength,23.29109128603909,3.51,3.99,2.99,25.73,-0.01,2519.0
20.01,Female,65.28,1.52,185.03,127.21,50.09,1.04,748.18,Yoga,30.8310272434032,2.2,4.0,1.99,28.25,-0.01,1857.0
37.28,Male,72.68,1.74,188.08,141.03,65.02,1.03,1111.47,Strength,27.999045275824788,2.39,2.99,1.99,24.01,1.0,2075.0
25.84,Female,59.55,1.51,180.98,128.79,70.91,1.7,1766.64,Cardio,27.90499395996271,2.7,4.98,2.99,26.12,-0.02,1726.0
31.68,Female,87.32,1.88,172.98,142.71,63.84,1.51,1180.52,Yoga,24.896694097325497,3.48,5.02,3.03,24.71,-0.0,2449.0
41.85,Male,56.52,1.53,191.98,148.98,74.06,1.06,931.95,Cardio,24.736944102485257,1.9,3.0,1.0,24.14,-0.03,1613.0
30.94,Male,86.84,1.76,172.03,151.37,66.34,1.29,1237.37,Cardio,31.356515276379415,3.29,2.99,1.99,28.03,3.02,2485.0
34.06,Male,65.17,1.62,199.0,164.15,56.31,0.8,704.0,Cardio,23.44146239983274,2.23,2.04,1.0,24.83,-0.0,1709.0
55.64,Female,89.31,1.61,162.78,168.0,51.03,1.37,1316.3,Cardio,35.0,2.3,3.01,2.01,34.45,1.0,2476.0
43.89,Male,88.77,1.99,192.05,134.74,57.76,1.41,1522.8,Strength,21.686646996660674,1.98,3.99,2.0,22.42,1.01,2330.0
49.83,Male,72.66,1.55,183.12,144.91,73.93,0.88,579.74,Yoga,33.334972897127905,2.1,3.0,1.0,30.24,1.02,2003.0
23.17,Male,114.83,1.6,182.0,163.12,60.09,1.47,1057.52,Yoga,35.0,2.71,4.01,1.99,44.86,0.03,3327.0
18.82,Male,72.11,1.94,198.91,148.41,62.24,1.16,1527.37,HIIT,21.00327497942267,3.2,2.98,1.97,19.16,-0.03,2019.0
39.01,Female,56.08,1.6,183.79,150.64,69.22,0.9,890.19,Strength,22.359428644701065,2.01,1.97,1.0,21.91,0.02,1389.0
20.18,Female,71.06,1.69,167.13,163.09,51.93,1.28,1228.8,Cardio,25.297917949194684,2.31,3.0,2.0,24.88,-0.01,1940.0
29.67,Female,113.33,1.91,177.35,136.44,54.05,1.27,838.96,Yoga,33.2030949543384,3.7,3.0,1.01,31.07,0.03,2906.0
41.25,Female,74.22,1.61,160.06,136.22,51.23,1.06,1400.37,HIIT,30.42944857437251,3.5,4.03,2.01,28.63,1.02,2039.0
28.14,Male,63.42,1.62,196.29,146.96,55.09,0.69,608.3,Cardio,25.395414404478235,1.9,2.03,1.02,24.17,0.05,1657.0
18.51,Male,71.65,1.54,194.19,125.4,54.02,0.99,1195.72,HIIT,29.79178607441638,1.72,2.0,1.0,30.21,0.01,1761.0
54.24,Female,86.88,1.76,189.08,158.35,67.79,1.48,1955.23,HIIT,30.789021055079857,3.4,3.02,2.01,28.05,-0.03,2311.0
20.81,Male,101.34,1.95,170.49,131.31,69.16,0.97,641.36,Yoga,26.281499556827967,3.1,2.98,1.02,26.65,-0.03,2457.0
56.33,Female,125.94,1.8,188.89,131.35,73.04,1.25,900.75,Yoga,35.0,2.71,3.98,2.01,38.87,0.01,3380.0
52.16,Female,86.07,1.82,174.01,154.26,56.86,1.77,1381.66,Yoga,27.22126632719985,3.5,3.98,3.01,25.98,0.96,2247.0
31.16,Female,63.46,1.62,167.95,168.9,74.07,1.56,2229.08,HIIT,25.016656780516755,2.71,3.97,2.99,24.18,4.02,1739.0
31.97,Male,103.26,1.98,168.34,119.95,60.76,1.24,1190.4,Cardio,28.897741097323436,2.8,2.99,2.0,26.34,-0.07,2743.0
41.04,Female,66.51,1.69,186.8,142.63,67.84,0.78,772.9,Strength,25.639227870922134,3.4,2.01,1.01,23.29,-0.05,1762.0
21.55,Male,93.81,1.73,186.17,145.73,71.96,1.0,1210.0,HIIT,28.491785508973244,3.59,1.96,1.0,31.34,-0.0,2440.0
39.89,Male,56.53,1.79,198.21,153.7,56.76,1.78,1854.05,Cardio,19.459664849697738,2.7,5.0,3.02,17.64,-0.0,1649.0
38.97,Female,56.27,1.71,183.96,148.01,59.12,1.95,2279.74,Strength,20.071409526706407,2.71,5.01,2.99,19.24,0.01,1661.0
56.17,Female,53.07,1.64,168.84,155.23,53.19,1.1,1453.21,HIIT,22.073511582342856,2.28,3.01,2.01,19.73,2.99,1700.0
43.33,Female,96.06,1.85,186.1,156.78,64.3,1.29,1560.9,HIIT,28.671110097989775,3.43,1.99,1.0,28.07,0.03,2422.0
54.89,Female,52.07,1.68,179.81,166.93,49.96,0.77,930.85,HIIT,21.397993291799924,3.0,2.99,1.0,18.45,-0.0,1493.0
21.09,Female,100.23,1.84,180.95,132.48,49.7,1.29,851.4,Yoga,30.17646123398744,3.31,2.0,1.0,29.6,-0.0,2662.0
58.51,Female,75.85,1.78,161.03,139.89,62.95,1.05,1384.84,HIIT,27.078835353572746,2.52,4.01,1.99,23.94,0.02,2008.0
35.82,Male,48.8,1.68,194.53,143.76,56.03,1.23,811.06,Yoga,21.323018427910416,1.61,2.99,1.0,17.29,0.98,1501.0
40.15,Male,52.09,1.61,198.29,127.71,69.85,0.88,772.99,Cardio,23.83783563981573,3.28,1.97,1.0,20.1,-0.0,1506.0
27.28,Female,87.61,1.63,183.12,135.16,73.89,1.75,2504.42,HIIT,30.103596969795948,3.5,5.0,3.01,32.97,3.99,2353.0
22.84,Male,109.21,1.92,197.37,134.17,50.18,0.88,773.7,Cardio,30.520312641444928,3.52,1.99,1.0,29.63,0.01,2857.0
40.67,Male,72.53,1.6,173.33,130.07,66.76,0.86,1041.55,HIIT,29.83389762301497,1.89,2.98,1.01,28.33,-0.02,1754.0
39.67,Male,69.31,1.99,180.12,149.12,50.92,1.16,1112.67,Cardio,19.709142199387585,2.38,4.02,1.99,17.5,0.03,2016.0
20.78,Female,93.39,1.73,186.07,146.02,71.75,1.0,880.0,Cardio,30.96589348712544,3.59,2.03,1.0,31.2,0.01,2347.0
59.22,Male,87.34,1.76,186.93,168.3,74.05,1.35,1296.0,Cardio,28.344969057484892,3.02,3.0,2.0,28.2,0.01,2380.0
56.78,Female,82.62,1.69,188.37,155.36,62.9,1.16,1251.76,Strength,29.632748742650513,3.41,3.97,1.99,28.93,0.01,2365.0
35.22,Male,101.6,1.63,161.29,163.45,59.29,1.1,1089.99,Strength,35.0,3.12,2.01,1.01,38.24,0.03,2442.0
53.57,Male,52.09,1.7,175.31,151.85,71.89,1.16,1535.03,HIIT,26.437961310232797,3.5,2.98,2.03,18.02,0.99,1383.0
51.04,Female,109.13,1.78,181.61,157.38,64.01,0.53,466.4,Cardio,33.44068242907869,3.31,3.02,1.0,34.44,-0.01,2814.0
56.81,Female,44.28,1.75,180.27,159.73,73.06,1.39,1684.96,HIIT,17.531256908112265,1.71,2.0,1.02,14.46,0.01,944.0
48.1,Female,114.43,1.86,175.11,140.78,56.09,1.35,1190.16,Cardio,35.0,3.59,2.97,1.02,33.08,0.0,3071.0
43.35,Female,52.82,1.59,187.4,135.5,71.96,0.81,711.5,Cardio,22.107273684832553,2.51,2.02,1.0,20.89,2.0,1484.0
52.06,Male,70.42,1.58,180.87,164.1,66.9,1.04,749.42,Yoga,28.77297984264505,2.0,3.0,2.01,28.21,1.98,1978.0
40.91,Female,63.17,1.59,162.36,152.42,55.18,1.84,1435.2,Yoga,27.598332157494003,2.69,5.0,3.0,24.99,-0.04,1590.0
57.19,Female,85.18,1.69,188.71,133.17,50.1,1.77,1380.6,Yoga,29.137933179981907,3.49,4.99,3.0,29.82,0.02,2312.0
44.96,Male,70.79,1.68,171.95,144.4,63.11,1.38,1217.71,Cardio,27.89603518101547,1.61,3.01,1.03,25.08,0.02,1931.0
38.88,Male,102.11,1.94,192.1,133.87,49.96,0.89,587.4,Yoga,30.770267622587387,2.41,3.01,1.0,27.13,0.01,2851.0
43.33,Male,112.3,1.83,160.65,134.09,63.12,1.45,1393.16,Cardio,35.0,2.9,3.99,2.01,33.53,-0.06,3181.0
20.95,Male,93.78,1.73,185.77,146.27,72.0,0.99,980.1,Strength,31.139812128238265,3.59,2.0,1.0,31.33,-0.0,2403.0
50.86,Male,44.12,1.63,198.06,136.98,69.26,1.08,1165.43,Strength,20.02901006467594,2.09,3.97,1.99,16.61,0.99,1275.0
43.74,Female,94.06,1.84,170.31,120.3,67.25,1.26,1664.59,HIIT,30.660931249447625,3.11,4.0,2.01,27.78,2.01,2483.0
53.05,Female,57.05,1.59,199.25,163.5,65.08,1.49,1071.01,Yoga,24.074193571131666,2.02,2.99,1.98,22.57,-0.0,1668.0
30.84,Female,78.27,1.71,176.76,120.94,58.9,1.49,1971.72,HIIT,27.986375621839315,2.51,4.01,2.03,26.77,0.03,2357.0
51.99,Female,86.03,1.8,190.1,135.39,65.8,1.69,1319.21,Yoga,27.57568172412859,3.5,4.99,3.01,26.55,0.0,2408.0
29.04,Male,87.55,1.89,199.4,137.06,54.14,1.75,1366.05,Yoga,26.116779676750912,3.48,5.01,3.01,24.51,2.0,2542.0
38.77,Female,71.89,1.88,198.35,146.63,51.22,0.54,475.2,Cardio,20.740171489113642,2.19,2.04,1.0,20.34,0.03,1962.0
52.62,Male,73.38,1.76,168.96,150.88,69.9,1.1,1190.97,Strength,27.075122959145215,2.81,2.99,2.03,23.69,-0.0,2042.0
56.16,Female,129.13,1.95,160.07,129.28,65.83,1.0,1211.1,HIIT,33.36407043247581,3.49,1.99,1.01,33.96,-0.01,3240.0
56.66,Male,80.57,1.86,162.28,145.32,70.12,1.81,2117.7,Strength,26.71463338151413,3.5,5.02,3.0,23.29,0.01,2254.0
28.89,Male,54.46,1.52,171.71,123.03,72.01,1.47,1292.42,Cardio,22.68729160172954,2.0,3.02,1.0,23.57,1.01,1462.0
43.39,Male,53.26,1.72,173.03,159.78,71.04,1.03,988.8,Cardio,18.123903792956575,2.32,4.01,2.0,18.0,0.0,1269.0
35.02,Female,59.04,1.66,196.76,161.04,58.96,1.3,1145.04,Cardio,22.979748464184166,3.2,2.99,1.01,21.43,0.02,1618.0
19.88,Female,121.25,1.73,186.33,153.09,66.98,1.02,1101.6,Strength,35.0,3.41,2.99,2.0,40.51,-0.01,3127.0
52.13,Female,73.29,1.63,174.36,150.01,49.87,1.25,1202.0,Cardio,28.829111746311156,3.69,2.97,2.02,27.58,2.02,2120.0
34.34,Female,53.85,1.52,190.13,131.99,59.88,1.12,739.2,Yoga,24.256688593075083,2.21,3.01,1.0,23.31,0.02,1452.0
45.0,Female,57.87,1.7,167.67,159.65,52.93,0.95,836.0,Cardio,20.658475060870984,2.0,2.99,1.0,20.02,0.01,1619.0
39.68,Female,68.46,1.99,180.2,149.8,51.13,1.16,1113.6,Cardio,20.419722187108654,2.41,3.98,2.0,17.29,-0.03,1956.0
42.56,Female,53.65,1.59,187.11,136.1,71.88,0.82,811.8,Strength,22.033258128608388,2.53,1.98,1.0,21.22,2.0,1478.0
52.99,Male,73.16,1.55,193.84,153.39,71.91,1.18,849.6,Yoga,28.623099485931405,2.09,4.0,2.0,30.45,-0.03,2235.0
37.94,Male,58.01,1.56,184.89,131.58,54.14,1.64,1706.91,Cardio,26.035374647836623,2.7,4.98,3.01,23.84,2.99,1922.0
19.54,Male,48.03,1.53,185.84,135.73,56.26,0.95,835.24,Cardio,26.838675532418584,1.6,2.01,1.0,20.52,0.03,1280.0
58.24,Male,59.23,1.59,166.18,164.88,55.89,1.98,2824.87,HIIT,24.851412586209566,2.7,4.02,2.97,23.43,-0.01,1744.0
37.93,Female,56.17,1.61,180.07,141.88,53.15,1.21,1597.2,HIIT,24.092084442061516,1.91,4.0,2.0,21.67,0.01,1600.0
22.09,Male,63.29,1.54,191.03,154.61,52.92,1.02,1102.52,Strength,26.57579771620726,2.39,4.02,2.01,26.69,0.02,1617.0
33.0,Male,67.96,1.75,177.29,149.85,70.85,0.85,842.26,Strength,24.33887058913768,1.71,2.03,1.01,22.19,-0.02,1870.0
20.88,Female,61.04,1.57,190.82,152.46,63.94,1.95,2028.0,Cardio,25.526733099020383,2.69,4.0,3.0,24.76,-0.01,1655.0
28.94,Female,67.97,1.7,189.47,149.81,60.13,0.76,668.19,Cardio,23.818513326540497,2.91,1.99,1.0,23.52,0.03,1801.0
22.26,Female,71.99,1.77,197.12,158.49,56.11,1.49,982.51,Yoga,25.74650558292757,1.82,2.97,1.0,22.98,0.01,1794.0
41.88,Male,72.71,1.63,175.02,139.22,66.96,1.17,1122.26,Cardio,26.88153048382636,1.99,4.01,1.99,27.37,0.0,1857.0
48.04,Female,57.38,1.51,184.48,125.76,51.78,1.36,978.38,Yoga,26.74225531825185,2.1,3.97,1.99,25.17,0.02,1538.0
25.24,Female,124.45,1.99,179.72,121.3,71.94,1.12,739.87,Yoga,35.0,2.62,3.0,1.01,31.43,1.0,3391.0
33.12,Female,53.82,1.66,191.12,129.23,72.06,1.25,825.75,Yoga,22.902706258194307,2.49,3.05,1.01,19.53,0.01,1587.0
22.33,Male,58.2,1.72,173.12,128.11,63.02,1.0,719.4,Yoga,22.727272718206823,1.59,2.99,1.99,19.67,-0.02,1715.0
38.03,Female,76.14,1.57,199.22,129.97,52.83,0.74,896.21,HIIT,33.43000386367498,2.3,2.0,1.01,30.89,0.01,2111.0
41.12,Male,71.83,1.96,161.58,168.12,51.03,0.52,515.27,Strength,21.06175653785656,2.52,1.96,1.01,18.7,1.99,1906.0
20.71,Male,101.24,1.84,181.17,131.76,49.85,1.3,1285.83,Strength,33.02025780275652,3.31,1.99,1.0,29.9,-0.02,2551.0
42.87,Male,55.94,1.82,159.76,124.11,65.94,1.09,1080.08,Strength,20.66501983430951,2.01,3.02,1.01,16.89,-0.0,1376.0
54.03,Female,85.92,1.76,189.1,157.81,68.2,1.48,1602.4,Strength,30.28630255631472,3.38,2.98,2.03,27.74,0.02,2160.0
50.29,Male,102.1,1.67,191.68,126.54,56.7,0.53,643.05,HIIT,35.0,2.89,1.99,1.03,36.61,0.02,2719.0
53.92,Male,56.44,1.75,196.38,154.11,65.95,1.77,1837.97,Cardio,20.333891753983792,2.71,5.0,2.98,18.43,0.03,1454.0
39.95,Male,52.02,1.82,160.85,159.82,70.91,0.91,1101.1,HIIT,19.64584754809648,2.98,3.0,1.0,15.7,0.01,1577.0
56.94,Male,77.73,1.86,172.8,141.14,55.1,1.12,1210.61,Strength,27.071294191705714,2.8,4.01,2.01,22.47,0.03,2088.0
42.09,Male,46.39,1.77,184.25,138.57,62.78,0.61,736.76,HIIT,18.350763183703382,2.61,1.99,1.0,14.81,-0.02,1245.0
22.02,Male,97.79,1.88,193.96,135.44,71.04,0.52,514.8,Strength,26.53347755683606,2.19,2.02,1.0,27.67,0.01,2714.0
23.15,Female,81.63,1.85,194.15,150.05,74.2,1.59,1860.3,Strength,25.45190996329984,3.51,4.0,3.0,23.85,-0.03,2326.0
41.68,Male,64.28,1.65,160.84,166.11,67.04,1.1,1188.0,Strength,25.760966201738274,2.79,2.97,2.0,23.61,0.02,1864.0
23.96,Female,72.88,1.76,174.94,126.84,68.1,0.87,861.3,Strength,27.908556087369906,1.49,2.99,1.0,23.53,0.99,1754.0
24.93,Female,62.78,1.65,174.24,141.22,61.12,1.19,1046.25,Cardio,25.619711033247693,2.2,2.97,1.0,23.06,-0.0,1618.0
24.27,Female,58.52,1.51,187.02,157.19,67.71,1.04,915.2,Cardio,30.67420462404201,2.51,1.97,1.0,25.67,-0.01,1712.0
40.02,Female,69.68,1.51,188.87,140.91,64.21,1.27,1370.46,Strength,32.17016039785703,1.88,2.99,1.99,30.56,-0.07,1994.0
53.03,Female,68.67,1.97,194.39,138.91,69.02,1.3,1713.14,HIIT,17.647380506230803,2.1,3.0,1.98,17.69,0.01,2015.0
44.77,Male,84.79,1.86,185.93,136.06,65.71,1.65,1287.0,Yoga,20.255997034043023,3.52,5.02,3.0,24.51,0.01,2347.0
59.18,Female,50.32,1.95,187.65,166.72,54.88,1.06,700.24,Yoga,14.591558729016924,3.41,3.01,1.01,13.23,-0.01,1332.0
40.95,Female,83.02,1.79,184.79,139.76,61.17,1.7,2436.61,HIIT,27.92604780182798,3.51,4.01,3.03,25.91,-0.01,2304.0
44.69,Female,41.02,1.58,195.06,167.86,71.01,1.47,1778.7,HIIT,18.899544414423147,2.57,2.02,1.0,16.43,0.0,1169.0
21.9,Female,96.73,1.63,180.1,162.52,62.13,1.34,1767.33,HIIT,35.0,2.41,4.01,1.99,36.41,-0.02,2601.0
43.06,Male,109.08,1.73,173.9,150.45,66.17,1.33,1316.7,Strength,35.0,2.21,1.98,1.0,36.45,-0.04,2731.0
32.8,Male,40.36,1.63,180.8,146.9,65.93,1.06,1398.03,HIIT,20.431313575674253,1.49,4.02,1.99,15.19,-0.03,1201.0
45.62,Female,57.76,1.53,196.01,139.78,61.92,1.84,2149.49,Strength,25.896684287256008,2.68,4.01,2.98,24.67,-0.0,1730.0
30.15,Male,63.01,1.67,163.81,162.34,69.93,1.02,977.57,Cardio,26.059817065935732,2.58,3.98,1.98,22.59,4.01,1850.0
31.62,Female,126.73,1.83,198.14,146.27,61.96,1.11,797.87,Yoga,35.0,2.11,3.01,1.98,37.84,0.02,3385.0
57.09,Female,75.21,1.63,161.1,130.96,59.94,0.69,606.65,Cardio,29.266597125383615,2.27,2.99,1.0,28.31,-0.0,1963.0
27.09,Female,88.63,1.98,160.81,153.25,53.17,1.8,2572.02,HIIT,26.522516019331547,3.5,4.0,2.99,22.61,1.01,2322.0
44.72,Male,80.21,1.76,183.07,130.57,53.99,1.7,1772.08,Cardio,25.816292615092124,3.5,3.96,3.03,25.89,1.02,2355.0
48.48,Male,73.94,1.61,171.61,121.03,62.88,1.35,1780.52,HIIT,32.336665237049736,3.6,4.0,1.99,28.53,1.0,2052.0
49.17,Female,57.46,1.99,183.09,160.79,67.26,0.93,920.7,Strength,16.011758301149754,3.1,3.05,1.0,14.51,-0.02,1737.0
20.91,Female,102.02,1.95,170.57,131.21,68.99,0.96,632.45,Yoga,28.018628449357433,3.09,3.02,1.0,26.83,0.01,2663.0
19.13,Female,60.19,1.59,183.94,128.51,53.02,1.15,1391.5,HIIT,26.472013069801793,2.2,2.01,1.0,23.81,0.0,1490.0
48.45,Male,52.41,1.66,173.86,130.19,71.01,0.74,652.98,Cardio,20.454146300543663,1.8,3.01,1.03,19.02,-0.01,1370.0
53.74,Female,47.86,1.6,171.01,155.02,55.14,1.19,858.23,Yoga,17.07388943027808,2.29,3.99,2.02,18.7,0.0,1116.0
49.24,Female,46.03,1.72,168.86,119.87,71.97,1.39,1337.74,Cardio,19.38211890238716,2.61,4.0,2.03,15.56,0.01,1240.0
58.04,Female,59.25,1.66,172.18,161.16,59.95,1.21,800.05,Yoga,21.806428500118987,2.92,1.96,1.02,21.5,-0.0,1459.0
54.12,Female,75.67,1.61,180.3,154.91,51.85,1.4,1344.0,Cardio,28.17354409205099,2.49,3.99,2.0,29.19,-0.02,1989.0
32.12,Female,78.55,1.62,195.3,124.98,68.87,1.28,1547.39,HIIT,28.58788086139996,3.11,3.0,1.0,29.93,0.01,2227.0
32.03,Female,97.04,1.96,189.01,136.75,50.02,1.36,1795.2,HIIT,25.00500540233247,3.4,3.0,2.0,25.26,0.99,2510.0
33.67,Female,68.57,1.5,191.77,131.86,61.02,1.37,1478.37,Strength,27.851776348637202,2.09,4.0,1.99,30.48,-0.0,1799.0
