Gender,Age,Daily meals frequency,Physical exercise,Height,Weight,BMR,Carbs,Proteins,Fats,Calories
0,25,3,0,168,75,1680,252,100.8,67.2,2016
0,23,4,2,173,79,1761.25,341.242,136.497,90.998,2729.938
1,21,2,1,165,82,1585.25,272.465,108.986,72.657,2179.717
0,23,3,0,168,71,1650,247.5,99,66,1980
1,24,3,0,157,44,1140.25,171.038,68.415,45.61,1368.302
1,50,2,1,165,46,1080.25,185.668,74.267,49.511,1485.339
0,21,3,0,180,78,1805,270.75,108.3,72.2,2166
1,28,3,0,145,87,1475.25,221.288,88.515,59.01,1770.302
0,18,3,1,170,108,2057.5,353.633,141.453,94.302,2829.062
0,23,3,0,178,110,2102.5,315.375,126.15,84.1,2523
0,22,3,0,165,48,1406.25,210.938,84.375,56.25,1687.502
1,18,3,0,165,90,1680.25,252.038,100.815,67.21,2016.302
0,22,3,1,163,58,1493.75,256.738,102.695,68.464,2053.908
0,24,3,0,178,90,1897.5,284.625,113.85,75.9,2277
0,22,2,0,163,48,1393.75,209.062,83.625,55.75,1672.498
1,21,3,0,168,85,1634,245.1,98.04,65.36,1960.8
1,21,2,0,163,57,1322.75,198.412,79.365,52.91,1587.298
0,20,2,0,165,60,1536.25,230.438,92.175,61.45,1843.502
1,24,4,0,157,87,1570.25,235.538,94.215,62.81,1884.302
1,37,3,0,157,44,1075.25,161.288,64.515,43.01,1290.302
0,22,4,0,157,75,1626.25,243.938,97.575,65.05,1951.502
0,34,4,1,150,85,1622.5,278.867,111.547,74.365,2230.941
1,21,3,0,165,47,1235.25,185.288,74.115,49.41,1482.302
0,27,2,1,163,84,1728.75,297.129,118.852,79.234,2377.03
1,19,3,0,157,85,1575.25,236.288,94.515,63.01,1890.302
1,26,3,0,157,100,1690.25,253.538,101.415,67.61,2028.302
0,21,2,1,163,69,1608.75,276.504,110.602,73.734,2212.03
0,31,3,0,157,89,1721.25,258.188,103.275,68.85,2065.502
1,34,3,0,152,77,1389,208.35,83.34,55.56,1666.8
0,20,2,0,160,46,1365,204.75,81.9,54.6,1638
0,21,3,0,165,95,1881.25,282.188,112.875,75.25,2257.502
0,35,2,0,152,57,1350,202.5,81,54,1620
1,16,3,0,165,93,1720.25,258.037,103.215,68.81,2064.298
0,18,2,0,165,77,1716.25,257.438,102.975,68.65,2059.502
0,23,3,3,180,77,1785,384.891,153.956,102.637,3079.121
0,22,3,0,168,92,1865,279.75,111.9,74.6,2238
0,45,2,0,170,96,1802.5,270.375,108.15,72.1,2163
0,18,2,0,163,72,1653.75,248.062,99.225,66.15,1984.498
1,18,2,1,163,60,1367.75,235.082,94.033,62.689,1880.661
0,22,2,1,173,78,1756.25,301.855,120.742,80.495,2414.843
1,28,2,0,152,67,1319,197.85,79.14,52.76,1582.8
1,22,2,0,155,66,1357.75,203.662,81.465,54.31,1629.298
1,21,3,0,168,88,1664,249.6,99.84,66.56,1996.8
1,21,3,0,157,45,1165.25,174.788,69.915,46.61,1398.302
0,30,3,0,163,80,1673.75,251.062,100.425,66.95,2008.498
1,22,2,0,160,80,1529,229.35,91.74,61.16,1834.8
0,20,2,0,157,62,1506.25,225.938,90.375,60.25,1807.502
1,23,3,0,152,70,1374,206.1,82.44,54.96,1648.8
0,75,3,1,180,72,1475,253.516,101.406,67.604,2028.124
1,22,4,0,145,99,1625.25,243.788,97.515,65.01,1950.302
1,22,2,0,157,55,1260.25,189.038,75.615,50.41,1512.302
1,30,3,0,165,99,1710.25,256.537,102.615,68.41,2052.298
1,26,2,1,145,54,1155.25,198.559,79.423,52.949,1588.469
1,20,2,4,155,48,1187.75,282.091,112.836,75.224,2256.724
1,22,2,0,152,79,1469,220.35,88.14,58.76,1762.8
1,28,3,0,163,93,1647.75,247.162,98.865,65.91,1977.298
0,21,2,1,178,75,1762.5,302.93,121.172,80.781,2423.437
1,20,3,0,150,52,1196.5,179.475,71.79,47.86,1435.8
1,40,3,0,142,100,1526.5,228.975,91.59,61.06,1831.8
1,24,2,0,140,53,1124,168.6,67.44,44.96,1348.8
0,40,3,0,170,53,1397.5,209.625,83.85,55.9,1677
0,23,3,0,178,87,1872.5,280.875,112.35,74.9,2247
1,49,3,0,155,107,1632.75,244.912,97.965,65.31,1959.298
0,19,2,0,175,76,1763.75,264.562,105.825,70.55,2116.498
1,24,3,0,163,65,1387.75,208.162,83.265,55.51,1665.298
1,22,4,0,157,46,1170.25,175.538,70.215,46.81,1404.302
0,30,3,0,170,52,1437.5,215.625,86.25,57.5,1725
0,28,2,0,155,84,1673.75,251.062,100.425,66.95,2008.498
1,16,2,1,165,60,1390.25,238.949,95.58,63.72,1911.596
0,29,3,0,170,50,1422.5,213.375,85.35,56.9,1707
0,30,4,0,168,107,1975,296.25,118.5,79,2370
1,37,3,0,155,99,1612.75,241.912,96.765,64.51,1935.298
1,22,2,0,157,67,1380.25,207.038,82.815,55.21,1656.302
0,25,3,2,170,72,1662.5,322.109,128.844,85.896,2576.876
0,24,3,0,168,117,2105,315.75,126.3,84.2,2526
1,23,3,3,168,55,1324,285.488,114.195,76.13,2283.902
1,23,2,0,163,75,1492.75,223.912,89.565,59.71,1791.298
0,19,2,1,168,71,1670,287.031,114.812,76.542,2296.25
0,22,2,0,160,67,1565,234.75,93.9,62.6,1878
0,24,3,0,160,44,1325,198.75,79.5,53,1590
0,21,2,0,165,51,1441.25,216.188,86.475,57.65,1729.502
0,24,3,0,165,114,2056.25,308.438,123.375,82.25,2467.502
1,41,3,0,157,105,1665.25,249.788,99.915,66.61,1998.302
1,35,3,0,142,77,1321.5,198.225,79.29,52.86,1585.8
0,25,3,0,168,113,2060,309,123.6,82.4,2472
0,28,3,0,168,48,1395,209.25,83.7,55.8,1674
1,28,2,1,163,49,1207.75,207.582,83.033,55.355,1660.655
1,21,2,2,155,42,1122.75,217.533,87.013,58.009,1740.265
1,23,3,3,142,55,1161.5,250.448,100.179,66.786,2003.582
0,21,3,0,180,78,1805,270.75,108.3,72.2,2166
1,51,2,0,152,80,1334,200.1,80.04,53.36,1600.8
0,29,3,0,152,84,1650,247.5,99,66,1980
0,50,2,1,160,68,1435,246.641,98.656,65.771,1973.127
1,25,2,0,160,54,1254,188.1,75.24,50.16,1504.8
1,23,3,0,157,89,1595.25,239.288,95.715,63.81,1914.302
1,28,3,0,140,72,1294,194.1,77.64,51.76,1552.8
1,24,3,0,170,59,1371.5,205.725,82.29,54.86,1645.8
1,21,2,2,165,56,1325.25,256.767,102.707,68.471,2054.135
1,22,4,0,142,86,1476.5,221.475,88.59,59.06,1771.8
1,22,4,0,152,95,1629,244.35,97.74,65.16,1954.8
0,30,3,0,170,52,1437.5,215.625,86.25,57.5,1725
1,25,3,0,152,66,1324,198.6,79.44,52.96,1588.8
0,24,2,0,175,66,1638.75,245.812,98.325,65.55,1966.498
0,18,4,0,173,74,1736.25,260.438,104.175,69.45,2083.502
1,45,3,0,145,58,1100.25,165.038,66.015,44.01,1320.302
0,22,2,1,165,62,1546.25,265.762,106.305,70.87,2126.098
0,22,3,0,163,60,1513.75,227.062,90.825,60.55,1816.498
0,21,3,4,180,78,1805,428.688,171.475,114.317,3429.505
0,29,4,0,168,101,1920,288,115.2,76.8,2304
1,23,3,0,157,61,1315.25,197.288,78.915,52.61,1578.302
1,44,4,0,137,72,1195.25,179.288,71.715,47.81,1434.302
0,23,3,0,168,82,1760,264,105.6,70.4,2112
1,23,3,0,160,43,1154,173.1,69.24,46.16,1384.8
0,53,3,0,170,50,1302.5,195.375,78.15,52.1,1563
0,20,3,0,165,41,1346.25,201.938,80.775,53.85,1615.502
0,23,3,0,168,61,1550,232.5,93,62,1860
0,22,3,0,180,105,2070,310.5,124.2,82.8,2484
0,21,3,0,168,65,1600,240,96,64,1920
0,24,3,0,168,93,1865,279.75,111.9,74.6,2238
0,35,4,0,152,85,1630,244.5,97.8,65.2,1956
0,21,2,0,163,67,1588.75,238.312,95.325,63.55,1906.498
0,26,2,0,175,63,1598.75,239.812,95.925,63.95,1918.498
1,44,3,1,163,45,1087.75,186.957,74.783,49.855,1495.655
1,47,2,0,163,68,1302.75,195.412,78.165,52.11,1563.298
1,22,2,1,168,51,1289,221.547,88.619,59.079,1772.375
0,22,2,0,180,78,1800,270,108,72,2160
1,36,3,0,155,40,1027.75,154.162,61.665,41.11,1233.298
0,22,4,3,165,70,1626.25,350.66,140.264,93.509,2805.277
0,26,3,0,168,61,1535,230.25,92.1,61.4,1842
0,15,3,4,160,49,1420,337.25,134.9,89.933,2697.997
0,21,2,0,173,80,1781.25,267.188,106.875,71.25,2137.502
1,54,2,0,145,72,1195.25,179.288,71.715,47.81,1434.302
0,23,3,3,170,75,1702.5,367.102,146.841,97.894,2936.818
0,23,3,1,165,69,1611.25,276.934,110.773,73.849,2215.469
1,59,3,4,157,53,1055.25,250.622,100.249,66.832,2004.972
0,23,2,0,168,72,1660,249,99.6,66.4,1992
1,23,4,0,163,42,1162.75,174.412,69.765,46.51,1395.298
0,31,3,0,157,88,1711.25,256.688,102.675,68.45,2053.502
0,22,4,0,183,105,2088.75,313.312,125.325,83.55,2506.498
0,30,3,0,173,54,1476.25,221.438,88.575,59.05,1771.502
1,22,2,0,173,78,1590.25,238.538,95.415,63.61,1908.302
1,23,2,0,157,56,1265.25,189.788,75.915,50.61,1518.302
0,23,2,4,175,82,1803.75,428.391,171.356,114.238,3427.13
0,26,4,0,157,90,1756.25,263.438,105.375,70.25,2107.502
0,24,4,3,170,95,1897.5,409.148,163.659,109.106,3273.182
1,28,4,0,175,101,1802.75,270.412,108.165,72.11,2163.298
1,30,3,0,168,79,1529,229.35,91.74,61.16,1834.8
0,22,3,0,173,118,2156.25,323.438,129.375,86.25,2587.502
0,28,3,0,163,99,1873.75,281.062,112.425,74.95,2248.498
1,27,4,0,170,68,1446.5,216.975,86.79,57.86,1735.8
0,20,4,0,152,85,1705,255.75,102.3,68.2,2046
0,31,4,0,152,89,1690,253.5,101.4,67.6,2028
0,21,2,1,157,69,1571.25,270.059,108.023,72.016,2160.472
1,44,3,0,163,48,1117.75,167.662,67.065,44.71,1341.298
0,23,2,1,173,63,1601.25,275.215,110.086,73.391,2201.723
1,24,3,0,157,77,1470.25,220.538,88.215,58.81,1764.302
0,30,2,0,173,35,1286.25,192.938,77.175,51.45,1543.502
1,21,3,0,152,89,1574,236.1,94.44,62.96,1888.8
0,22,3,3,168,60,1545,333.141,133.256,88.838,2665.13
1,30,3,0,140,99,1554,233.1,93.24,62.16,1864.8
0,25,3,0,170,52,1462.5,219.375,87.75,58.5,1755
0,50,3,0,168,51,1315,197.25,78.9,52.6,1578
1,38,3,0,160,40,1049,157.35,62.94,41.96,1258.8
1,27,3,0,157,78,1465.25,219.788,87.915,58.61,1758.302
1,23,3,0,137,73,1310.25,196.538,78.615,52.41,1572.302
0,21,3,0,170,123,2192.5,328.875,131.55,87.7,2631
1,23,3,0,157,90,1605.25,240.788,96.315,64.21,1926.302
0,25,3,1,173,100,1961.25,337.09,134.836,89.891,2696.723
0,25,3,0,163,110,1998.75,299.812,119.925,79.95,2398.498
0,22,2,2,170,65,1607.5,311.453,124.581,83.054,2491.622
1,23,4,0,157,97,1675.25,251.288,100.515,67.01,2010.302
0,20,3,0,157,40,1286.25,192.938,77.175,51.45,1543.502
1,21,2,0,152,52,1204,180.6,72.24,48.16,1444.8
0,22,2,0,145,58,1381.25,207.188,82.875,55.25,1657.502
0,22,3,0,160,114,2035,305.25,122.1,81.4,2442
1,27,3,0,152,97,1624,243.6,97.44,64.96,1948.8
1,21,2,1,155,65,1352.75,232.504,93.002,62.001,1860.033
0,32,3,0,155,93,1743.75,261.562,104.625,69.75,2092.498
1,21,3,0,157,43,1145.25,171.788,68.715,45.81,1374.302
0,23,3,0,165,47,1391.25,208.688,83.475,55.65,1669.502
1,22,2,1,150,58,1246.5,214.242,85.697,57.131,1713.935
0,29,2,1,173,93,1871.25,321.621,128.648,85.766,2572.97
1,61,3,0,152,61,1094,164.1,65.64,43.76,1312.8
0,22,3,1,165,105,1976.25,339.668,135.867,90.578,2717.342
0,22,2,0,168,60,1545,231.75,92.7,61.8,1854
1,23,3,0,142,84,1451.5,217.725,87.09,58.06,1741.8
0,23,3,2,178,79,1792.5,347.297,138.919,92.612,2778.372
0,22,4,1,168,62,1565,268.984,107.594,71.729,2151.873
1,22,2,2,157,68,1390.25,269.361,107.744,71.83,2154.89
0,23,3,0,180,63,1645,246.75,98.7,65.8,1974
0,49,3,0,157,89,1631.25,244.688,97.875,65.25,1957.502
1,27,3,0,157,45,1135.25,170.288,68.115,45.41,1362.302
1,23,2,2,160,74,1464,283.65,113.46,75.64,2269.2
0,22,3,0,165,43,1356.25,203.438,81.375,54.25,1627.502
0,29,4,0,175,108,2033.75,305.062,122.025,81.35,2440.498
0,31,3,0,163,106,1928.75,289.312,115.725,77.15,2314.498
1,22,2,0,157,80,1510.25,226.538,90.615,60.41,1812.302
1,50,3,0,142,70,1176.5,176.475,70.59,47.06,1411.8
1,50,3,0,165,50,1120.25,168.038,67.215,44.81,1344.302
1,24,4,2,168,60,1369,265.244,106.098,70.732,2121.956
1,20,2,2,165,63,1400.25,271.298,108.519,72.346,2170.382
0,24,3,0,165,120,2116.25,317.438,126.975,84.65,2539.502
1,22,2,0,130,39,931.5,139.725,55.89,37.26,1117.8
0,40,4,0,183,110,2048.75,307.312,122.925,81.95,2458.498
0,23,3,1,168,82,1760,302.5,121,80.667,2420.003
0,27,3,0,165,49,1391.25,208.688,83.475,55.65,1669.502
0,35,3,0,155,88,1678.75,251.812,100.725,67.15,2014.498
0,27,4,0,160,102,1890,283.5,113.4,75.6,2268
0,22,3,0,170,102,1977.5,296.625,118.65,79.1,2373
0,25,2,4,173,78,1741.25,413.547,165.419,110.279,3308.375
1,47,3,0,142,110,1591.5,238.725,95.49,63.66,1909.8
1,26,4,2,178,71,1531.5,296.728,118.691,79.128,2373.828
1,24,3,0,145,86,1485.25,222.788,89.115,59.41,1782.302
0,23,3,1,173,63,1601.25,275.215,110.086,73.391,2201.723
1,28,3,0,157,45,1130.25,169.538,67.815,45.21,1356.302
1,22,2,0,160,71,1439,215.85,86.34,57.56,1726.8
1,29,4,0,140,72,1289,193.35,77.34,51.56,1546.8
0,28,3,0,157,76,1606.25,240.938,96.375,64.25,1927.502
1,40,3,0,155,99,1597.75,239.662,95.865,63.91,1917.298
1,22,3,0,157,87,1580.25,237.038,94.815,63.21,1896.302
1,20,2,0,163,44,1197.75,179.662,71.865,47.91,1437.298
0,20,2,1,165,69,1626.25,279.512,111.805,74.536,2236.092
0,22,3,2,180,62,1640,317.75,127.1,84.733,2541.997
0,22,4,4,173,70,1676.25,398.109,159.244,106.162,3184.87
0,21,3,0,160,45,1350,202.5,81,54,1620
1,47,3,0,145,104,1550.25,232.538,93.015,62.01,1860.302
0,27,2,1,165,82,1721.25,295.84,118.336,78.891,2366.723
0,24,4,2,175,82,1798.75,348.508,139.403,92.935,2788.059
0,27,3,0,173,111,2061.25,309.188,123.675,82.45,2473.502
1,18,3,1,170,110,1911.5,328.539,131.416,87.61,2628.31
1,31,3,0,160,46,1144,171.6,68.64,45.76,1372.8
1,24,3,0,145,94,1565.25,234.788,93.915,62.61,1878.302
1,19,4,0,137,71,1310.25,196.538,78.615,52.41,1572.302
1,28,3,0,152,58,1229,184.35,73.74,49.16,1474.8
0,29,2,0,168,96,1870,280.5,112.2,74.8,2244
0,25,3,2,165,79,1701.25,329.617,131.847,87.898,2636.938
0,20,3,0,168,106,2015,302.25,120.9,80.6,2418
0,51,3,0,165,50,1281.25,192.188,76.875,51.25,1537.502
1,48,3,0,165,109,1720.25,258.037,103.215,68.81,2064.298
0,24,2,2,170,66,1607.5,311.453,124.581,83.054,2491.622
1,36,4,0,142,88,1426.5,213.975,85.59,57.06,1711.8
0,23,3,1,165,70,1621.25,278.652,111.461,74.307,2229.215
0,30,3,0,173,52,1456.25,218.438,87.375,58.25,1747.502
0,40,3,0,160,108,1885,282.75,113.1,75.4,2262
1,22,2,0,163,75,1497.75,224.662,89.865,59.91,1797.298
0,30,3,0,168,51,1415,212.25,84.9,56.6,1698
1,17,2,0,155,56,1282.75,192.412,76.965,51.31,1539.298
1,26,3,0,145,94,1555.25,233.288,93.315,62.21,1866.302
1,30,2,0,155,75,1407.75,211.162,84.465,56.31,1689.298
1,45,3,0,147,92,1452.75,217.912,87.165,58.11,1743.298
1,22,2,0,155,51,1207.75,181.162,72.465,48.31,1449.298
1,41,4,0,142,58,1101.5,165.225,66.09,44.06,1321.8
0,29,3,0,173,105,1991.25,298.688,119.475,79.65,2389.502
1,22,3,0,152,79,1469,220.35,88.14,58.76,1762.8
1,23,3,3,165,67,1425.25,307.32,122.928,81.952,2458.56
0,33,3,0,163,119,2048.75,307.312,122.925,81.95,2458.498
1,19,3,0,160,85,1594,239.1,95.64,63.76,1912.8
0,27,3,0,168,87,1790,268.5,107.4,71.6,2148
0,49,2,1,160,67,1430,245.781,98.312,65.542,1966.25
0,25,2,0,170,80,1742.5,261.375,104.55,69.7,2091
0,16,3,4,173,69,1696.25,402.859,161.144,107.429,3222.873
1,43,4,0,140,77,1269,190.35,76.14,50.76,1522.8
0,24,3,0,157,120,2066.25,309.938,123.975,82.65,2479.502
0,22,2,0,168,83,1775,266.25,106.5,71,2130
0,22,3,0,175,98,1968.75,295.312,118.125,78.75,2362.498
0,23,3,4,170,70,1652.5,392.469,156.988,104.658,3139.75
1,23,3,0,160,60,1324,198.6,79.44,52.96,1588.8
1,25,4,0,163,65,1382.75,207.412,82.965,55.31,1659.298
0,23,2,0,163,47,1378.75,206.812,82.725,55.15,1654.498
1,39,2,1,157,45,1075.25,184.809,73.923,49.282,1478.466
0,56,3,0,173,55,1356.25,203.438,81.375,54.25,1627.502
1,24,3,0,135,85,1412.75,211.912,84.765,56.51,1695.298
0,42,4,0,155,87,1633.75,245.062,98.025,65.35,1960.498
1,25,3,1,157,64,1335.25,229.496,91.798,61.199,1835.967
0,35,3,0,168,47,1350,202.5,81,54,1620
1,22,2,4,163,49,1237.75,293.966,117.586,78.391,2351.727
0,55,3,0,155,88,1578.75,236.812,94.725,63.15,1894.498
0,22,2,0,168,85,1795,269.25,107.7,71.8,2154
0,25,3,0,165,112,2031.25,304.688,121.875,81.25,2437.502
0,21,2,1,168,90,1850,317.969,127.188,84.792,2543.756
0,20,3,0,168,111,2065,309.75,123.9,82.6,2478
0,23,3,2,165,60,1521.25,294.742,117.897,78.598,2357.938
1,25,4,0,160,95,1664,249.6,99.84,66.56,1996.8
0,19,2,1,160,73,1640,281.875,112.75,75.167,2255.003
0,23,4,0,173,90,1871.25,280.688,112.275,74.85,2245.502
1,28,3,0,168,48,1229,184.35,73.74,49.16,1474.8
0,21,4,4,163,85,1768.75,420.078,168.031,112.021,3360.625
0,20,2,0,157,66,1546.25,231.938,92.775,61.85,1855.502
0,23,3,0,160,118,2070,310.5,124.2,82.8,2484
1,25,3,0,163,47,1202.75,180.412,72.165,48.11,1443.298
1,48,2,0,145,60,1105.25,165.788,66.315,44.21,1326.302
0,27,3,0,175,80,1763.75,264.562,105.825,70.55,2116.498
0,21,3,0,168,75,1700,255,102,68,2040
1,33,2,1,163,48,1172.75,201.566,80.627,53.751,1612.531
1,35,3,0,140,91,1449,217.35,86.94,57.96,1738.8
0,23,2,0,178,85,1852.5,277.875,111.15,74.1,2223
1,22,2,0,165,60,1360.25,204.038,81.615,54.41,1632.302
1,23,3,0,152,50,1174,176.1,70.44,46.96,1408.8
0,24,3,1,165,69,1606.25,276.074,110.43,73.62,2208.596
0,21,3,0,173,88,1861.25,279.188,111.675,74.45,2233.502
1,21,2,0,157,56,1275.25,191.288,76.515,51.01,1530.302
0,23,3,1,160,43,1320,226.875,90.75,60.5,1815
1,41,2,1,163,47,1122.75,192.973,77.189,51.459,1543.779
0,40,3,0,168,116,2015,302.25,120.9,80.6,2418
1,21,2,2,155,56,1262.75,244.658,97.863,65.242,1957.262
0,34,2,0,170,65,1547.5,232.125,92.85,61.9,1857
0,21,2,1,163,68,1598.75,274.785,109.914,73.276,2198.28
0,20,2,0,160,65,1555,233.25,93.3,62.2,1866
1,50,4,0,155,87,1427.75,214.162,85.665,57.11,1713.298
0,22,2,0,173,59,1566.25,234.938,93.975,62.65,1879.502
0,24,3,0,165,47,1386.25,207.938,83.175,55.45,1663.502
1,47,3,0,163,45,1072.75,160.912,64.365,42.91,1287.298
1,33,3,0,145,81,1390.25,208.538,83.415,55.61,1668.302
0,22,2,0,157,45,1326.25,198.938,79.575,53.05,1591.502
0,26,3,0,170,61,1547.5,232.125,92.85,61.9,1857
0,22,3,1,165,61,1536.25,264.043,105.617,70.411,2112.339
1,22,3,1,163,75,1497.75,257.426,102.97,68.647,2059.407
0,25,2,0,155,44,1288.75,193.312,77.325,51.55,1546.498
1,49,3,0,152,84,1384,207.6,83.04,55.36,1660.8
1,21,2,0,152,60,1284,192.6,77.04,51.36,1540.8
1,22,3,0,157,56,1270.25,190.538,76.215,50.81,1524.302
0,22,4,0,160,101,1905,285.75,114.3,76.2,2286
0,26,3,1,168,56,1485,255.234,102.094,68.062,2041.87
0,33,4,0,163,98,1838.75,275.812,110.325,73.55,2206.498
1,44,3,0,157,59,1190.25,178.538,71.415,47.61,1428.302
0,22,3,0,175,78,1768.75,265.312,106.125,70.75,2122.498
0,25,2,0,168,47,1400,210,84,56,1680
0,55,2,0,165,85,1611.25,241.688,96.675,64.45,1933.502
0,30,3,0,168,57,1475,221.25,88.5,59,1770
0,25,3,0,168,118,2110,316.5,126.6,84.4,2532
0,23,2,3,173,75,1721.25,371.145,148.458,98.972,2969.16
0,20,3,0,160,47,1375,206.25,82.5,55,1650
1,21,3,0,165,62,1385.25,207.788,83.115,55.41,1662.302
0,30,2,1,163,84,1713.75,294.551,117.82,78.547,2356.407
1,40,3,0,163,68,1337.75,200.662,80.265,53.51,1605.298
0,56,3,0,155,85,1543.75,231.562,92.625,61.75,1852.498
0,31,4,3,178,78,1742.5,375.727,150.291,100.194,3005.818
0,31,2,0,163,68,1548.75,232.312,92.925,61.95,1858.498
1,25,3,0,155,44,1122.75,168.412,67.365,44.91,1347.298
1,19,3,0,145,73,1380.25,207.038,82.815,55.21,1656.302
0,26,3,0,170,120,2137.5,320.625,128.25,85.5,2565
0,26,3,0,168,54,1465,219.75,87.9,58.6,1758
0,45,3,1,170,65,1492.5,256.523,102.609,68.406,2052.182
0,22,4,3,178,74,1747.5,376.805,150.722,100.481,3014.437
0,25,3,0,170,107,2012.5,301.875,120.75,80.5,2415
0,23,3,0,170,75,1702.5,255.375,102.15,68.1,2043
0,25,4,3,173,75,1711.25,368.988,147.595,98.397,2951.905
0,23,3,0,170,85,1802.5,270.375,108.15,72.1,2163
1,20,2,0,165,78,1550.25,232.538,93.015,62.01,1860.302
1,22,3,0,160,45,1179,176.85,70.74,47.16,1414.8
0,27,3,0,168,117,2090,313.5,125.4,83.6,2508
0,25,2,4,183,79,1813.75,430.766,172.306,114.871,3446.127
1,22,3,0,160,65,1379,206.85,82.74,55.16,1654.8
1,29,3,0,142,90,1481.5,222.225,88.89,59.26,1777.8
0,23,4,0,157,87,1741.25,261.188,104.475,69.65,2089.502
1,22,3,0,152,93,1609,241.35,96.54,64.36,1930.8
0,25,2,2,160,70,1580,306.125,122.45,81.633,2448.997
1,46,2,1,160,46,1069,183.734,73.494,48.996,1469.876
0,25,3,0,160,118,2060,309,123.6,82.4,2472
0,28,2,0,165,49,1386.25,207.938,83.175,55.45,1663.502
0,24,3,0,165,99,1906.25,285.938,114.375,76.25,2287.502
0,30,3,0,173,70,1636.25,245.438,98.175,65.45,1963.502
0,25,3,0,157,88,1741.25,261.188,104.475,69.65,2089.502
1,52,3,0,163,90,1497.75,224.662,89.865,59.91,1797.298
0,29,3,0,168,52,1430,214.5,85.8,57.2,1716
0,23,3,0,170,68,1632.5,244.875,97.95,65.3,1959
0,22,2,0,165,78,1706.25,255.938,102.375,68.25,2047.502
0,24,3,0,160,43,1315,197.25,78.9,52.6,1578
1,27,2,0,157,77,1455.25,218.288,87.315,58.21,1746.302
1,28,4,0,160,92,1619,242.85,97.14,64.76,1942.8
0,22,3,0,163,113,2043.75,306.562,122.625,81.75,2452.498
1,25,3,0,137,74,1310.25,196.538,78.615,52.41,1572.302
0,26,2,0,168,68,1605,240.75,96.3,64.2,1926
1,60,2,0,157,79,1310.25,196.538,78.615,52.41,1572.302
1,30,2,0,155,80,1457.75,218.662,87.465,58.31,1749.298
1,25,3,0,178,132,2146.5,321.975,128.79,85.86,2575.8
1,29,3,0,145,93,1530.25,229.538,91.815,61.21,1836.302
0,38,3,0,157,102,1816.25,272.438,108.975,72.65,2179.502
1,23,3,0,150,49,1151.5,172.725,69.09,46.06,1381.8
0,23,3,0,175,110,2083.75,312.562,125.025,83.35,2500.498
1,41,4,0,142,68,1201.5,180.225,72.09,48.06,1441.8
0,29,2,0,160,80,1660,249,99.6,66.4,1992
0,20,3,0,163,77,1693.75,254.062,101.625,67.75,2032.498
0,23,2,0,178,56,1562.5,234.375,93.75,62.5,1875
1,21,3,0,132,50,1059,158.85,63.54,42.36,1270.8
1,19,2,0,142,67,1301.5,195.225,78.09,52.06,1561.8
0,20,3,0,165,40,1336.25,200.438,80.175,53.45,1603.502
1,31,3,0,160,80,1484,222.6,89.04,59.36,1780.8
1,22,2,1,142,58,1196.5,205.648,82.259,54.84,1645.188
0,24,3,1,168,64,1575,270.703,108.281,72.188,2165.628
0,39,3,0,170,50,1372.5,205.875,82.35,54.9,1647
1,36,3,0,160,47,1129,169.35,67.74,45.16,1354.8
0,24,3,0,168,75,1685,252.75,101.1,67.4,2022
0,23,2,0,178,91,1912.5,286.875,114.75,76.5,2295
0,27,2,0,168,98,1900,285,114,76,2280
1,23,3,0,163,68,1422.75,213.412,85.365,56.91,1707.298
0,23,3,2,168,80,1740,337.125,134.85,89.9,2697
0,23,3,0,160,93,1820,273,109.2,72.8,2184
0,22,4,1,178,86,1867.5,320.977,128.391,85.594,2567.818
0,22,3,0,160,116,2055,308.25,123.3,82.2,2466
0,22,3,4,180,76,1780,422.75,169.1,112.733,3381.997
1,18,3,0,165,45,1230.25,184.538,73.815,49.21,1476.302
0,26,3,0,165,47,1376.25,206.438,82.575,55.05,1651.502
1,27,3,0,163,45,1172.75,175.912,70.365,46.91,1407.298
1,38,2,0,160,79,1439,215.85,86.34,57.56,1726.8
0,29,3,0,157,88,1721.25,258.188,103.275,68.85,2065.502
0,23,2,4,168,69,1630,387.125,154.85,103.233,3096.997
1,20,3,0,157,90,1620.25,243.038,97.215,64.81,1944.302
1,23,3,0,157,63,1335.25,200.288,80.115,53.41,1602.302
1,18,3,0,160,45,1199,179.85,71.94,47.96,1438.8
1,43,3,0,142,108,1591.5,238.725,95.49,63.66,1909.8
1,21,3,0,132,47,1029,154.35,61.74,41.16,1234.8
1,26,4,0,152,57,1229,184.35,73.74,49.16,1474.8
1,22,2,1,163,46,1207.75,207.582,83.033,55.355,1660.655
0,22,3,0,180,78,1800,270,108,72,2160
0,27,4,0,170,115,2082.5,312.375,124.95,83.3,2499
0,24,3,2,165,66,1576.25,305.398,122.159,81.44,2443.188
0,23,3,0,170,101,1962.5,294.375,117.75,78.5,2355
0,23,4,1,140,69,1455,250.078,100.031,66.688,2000.628
1,21,3,1,173,60,1415.25,243.246,97.298,64.866,1945.97
1,21,4,0,140,76,1369,205.35,82.14,54.76,1642.8
0,24,2,1,168,77,1705,293.047,117.219,78.146,2344.378
0,23,3,0,163,58,1488.75,223.312,89.325,59.55,1786.498
0,36,3,0,157,90,1706.25,255.938,102.375,68.25,2047.502
1,40,2,1,163,48,1137.75,195.551,78.22,52.147,1564.407
0,21,3,4,168,62,1570,372.875,149.15,99.433,2982.997
